ward_no,ward_name,pop,area_km2_x,area_km2_y,lst_mean_earliest_satellite,lst_median_earliest_satellite,lst_max_earliest_satellite,lst_anom_mean_earliest_satellite,lst_anom_max_earliest_satellite,pct_extreme_heat_earliest_satellite,ndvi_mean_earliest_satellite,ndvi_median_earliest_satellite,pct_low_veg_earliest_satellite,mndwi_mean_earliest_satellite,pct_water_earliest_satellite,ndbi_mean_earliest_satellite,valid_obs_earliest_satellite,lst_mean_1990s,lst_median_1990s,lst_max_1990s,lst_anom_mean_1990s,lst_anom_max_1990s,pct_extreme_heat_1990s,ndvi_mean_1990s,ndvi_median_1990s,pct_low_veg_1990s,mndwi_mean_1990s,pct_water_1990s,ndbi_mean_1990s,valid_obs_1990s,lst_mean_present,lst_median_present,lst_max_present,lst_anom_mean_present,lst_anom_max_present,pct_extreme_heat_present,ndvi_mean_present,ndvi_median_present,pct_low_veg_present,mndwi_mean_present,pct_water_present,ndbi_mean_present,valid_obs_present,water_area_km2_present,lst_change_early_to_present,lst_change_1995_to_present,ndvi_change_early_to_present,ndvi_change_1995_to_present,water_change_early_to_present,water_change_1995_to_present,ndbi_change_early_to_present,veg_loss_early_to_present,water_loss_early_to_present,rank_hottest_now,rank_heat_increase,rank_veg_loss,rank_water_loss,rank_builtup_increase,combined_score,rank_combined,vulnerability,valid_pct_present,flag_small_ward,flag_low_data_present,flag_no_early_data,data_quality,lst_gain_1995_raw,present_lst_anomaly_raw,ndvi_loss_1995_raw,water_decline_1995_raw,ndbi_gain_1995_raw,lst_gain_1995_z,lst_gain_1995,present_lst_anomaly_z,present_lst_anomaly,ndvi_loss_1995_z,ndvi_loss_1995,water_decline_1995_z,water_decline_1995,ndbi_gain_1995_z,ndbi_gain_1995,ecological_stress_index,ecological_stress_rank,ecological_stress_category
61.0,S K Garden,33939.0,1.31,1.306,37.27,37.34,43.09,-0.06,5.76,1.0,0.203,0.177,61.1,-0.39,0.0,0.091,4.5,35.04,34.31,42.84,-0.13,7.66,9.0,0.254,0.243,26.6,-0.371,0.0,0.047,3.7,38.33,37.84,45.21,-0.2,6.68,5.0,0.392,0.375,19.2,-0.391,0.0,-0.052,24.5,0.0,0.5,3.53,0.189,0.138,0.0,0.0,-0.143,-0.189,-0.0,104,157,196,27,176,-0.868,183,Low,82.0,False,False,False,ok,3.53,-0.2,-0.138,-0.0,-0.099,0.026379568539122156,0.5202020202020202,-0.11518799690663432,0.4772727272727273,-2.4320786124089584,0.005050505050505051,-0.0,0.5606060606060606,-1.7205994731821395,0.06060606060606061,-0.7596293722787029,181,Lower relative stress
78.0,Pulikeshinagar,28149.0,1.72,1.718,34.98,34.87,39.67,-2.36,2.33,0.0,0.242,0.222,38.7,-0.33,0.0,0.016,4.5,35.08,35.09,40.13,-0.1,4.96,0.6,0.28,0.264,15.3,-0.315,0.0,-0.022,4.6,37.69,37.74,40.87,-0.84,2.34,0.0,0.345,0.303,17.1,-0.343,0.0,-0.059,24.4,0.0,2.87,2.65,0.103,0.065,0.0,0.0,-0.075,-0.103,-0.0,155,32,146,27,69,0.017,94,High,82.0,False,False,False,ok,2.65,-0.84,-0.065,-0.0,-0.037,-0.48948754955927254,0.28535353535353536,-0.756234240560947,0.21717171717171718,-0.724946509468055,0.21212121212121213,-0.0,0.5606060606060606,0.10294184882286313,0.5505050505050505,-0.42764113755015276,156,Lower relative stress
23.0,Nagavara,35264.0,2.06,2.071,38.35,38.18,42.73,1.02,5.4,4.9,0.182,0.168,77.0,-0.408,0.0,0.123,5.4,34.82,34.88,40.24,-0.36,5.06,0.5,0.227,0.221,30.4,-0.391,0.0,0.086,3.9,40.1,40.15,43.76,1.58,5.23,0.5,0.215,0.192,54.2,-0.321,0.0,0.046,28.1,0.0,1.97,5.27,0.033,-0.012,0.0,0.0,-0.077,-0.033,-0.0,14,88,38,27,73,0.737,27,Severe,94.0,False,False,False,ok,5.27,1.58,0.012,-0.0,-0.039999999999999994,1.0463895520518571,0.8282828282828283,1.6677218682569228,0.9343434343434344,1.0757270785655009,0.8484848484848485,-0.0,0.5606060606060606,0.014705978403266365,0.5126262626262627,0.8648125517405318,16,Heat + vegetation loss
24.0,HBR Layout,32156.0,4.64,4.64,37.52,37.6,42.23,0.18,4.89,1.3,0.203,0.188,60.4,-0.401,0.02,0.104,5.2,36.11,35.84,42.78,0.94,7.6,9.3,0.274,0.261,5.9,-0.386,0.0,0.051,4.7,38.98,38.94,43.29,0.45,4.76,0.6,0.272,0.252,23.2,-0.332,0.0,0.001,26.3,0.0,1.34,3.1,0.069,-0.002,-0.02,0.0,-0.103,-0.069,0.02,62,124,78,25,125,0.113,84,High,88.0,False,False,False,ok,3.1,0.45,0.002,-0.0,-0.049999999999999996,-0.22569186416804785,0.398989898989899,0.535874594304777,0.6893939393939394,0.8418733658338703,0.8080808080808081,-0.0,0.5606060606060606,-0.27941358966205665,0.398989898989899,0.16592999432800662,78,Ecological loss signal
27.0,Banasavadi,31998.0,3.46,3.431,38.56,38.76,42.56,1.22,5.22,0.7,0.166,0.157,87.4,-0.409,0.0,0.14,5.4,38.3,38.55,44.67,3.12,9.49,37.4,0.225,0.22,28.4,-0.387,0.0,0.081,3.9,38.2,38.15,42.18,-0.33,3.66,0.0,0.283,0.261,22.7,-0.32,0.0,-0.021,26.2,0.0,-0.61,-0.4,0.117,0.058,0.0,0.0,-0.161,-0.117,-0.0,114,186,165,27,191,-0.831,180,Low,88.0,False,False,False,ok,-0.4,-0.33,-0.058,-0.0,-0.10200000000000001,-2.2774360838775722,0.015151515151515152,-0.2454005151489166,0.4292929292929293,-0.5612489105559135,0.2676767676767677,-0.0,0.5606060606060606,-1.8088353436017364,0.050505050505050504,-1.115886011844498,194,Lower relative stress
28.0,Kammanahalli,34819.0,1.03,1.034,36.29,36.22,40.06,-1.05,2.72,0.0,0.172,0.169,85.9,-0.358,0.0,0.099,5.6,38.54,38.13,44.08,3.37,8.91,26.0,0.203,0.198,52.8,-0.342,0.0,0.062,4.1,39.14,39.07,41.47,0.61,2.94,0.0,0.204,0.192,56.8,-0.304,0.0,0.038,26.3,0.0,2.85,0.94,0.032,0.001,0.0,0.0,-0.061,-0.032,-0.0,52,34,37,27,48,0.728,28,Severe,88.0,False,False,False,ok,0.94,0.61,-0.001,-0.0,-0.024,-1.491911154045926,0.06565656565656566,0.6961361552183551,0.73989898989899,0.771717252014381,0.7878787878787878,-0.0,0.5606060606060606,0.4852972873077829,0.7348484848484849,-0.08120807167106314,106,Ecological loss signal
29.0,Kacharkanahalli,29018.0,1.72,1.687,37.06,36.88,41.27,-0.28,3.93,0.0,0.167,0.158,83.0,-0.381,0.0,0.115,5.8,36.25,36.05,39.7,1.07,4.53,0.6,0.227,0.223,24.1,-0.345,0.0,0.049,3.7,37.96,37.91,40.53,-0.56,2.0,0.0,0.279,0.267,20.5,-0.316,0.0,-0.018,25.0,0.0,1.03,1.86,0.112,0.052,0.0,0.0,-0.133,-0.112,-0.0,142,137,159,27,169,-0.437,152,Low,84.0,False,False,False,ok,1.86,-0.56,-0.052,-0.0,-0.067,-0.9525955305794223,0.1590909090909091,-0.47577650896218526,0.2878787878787879,-0.420936682916935,0.30303030303030304,-0.0,0.5606060606060606,-0.7794168553731059,0.2474747474747475,-0.5820338258556166,166,Lower relative stress
30.0,Kadugondanahalli,34842.0,0.71,0.698,36.53,36.25,39.9,-0.8,2.56,0.0,0.172,0.159,81.8,-0.355,0.0,0.093,5.4,36.26,36.07,40.63,1.09,5.45,1.8,0.196,0.186,60.5,-0.335,0.0,0.061,3.8,39.72,39.82,41.4,1.19,2.87,0.0,0.202,0.18,64.1,-0.309,0.0,0.049,27.9,0.0,3.57,3.75,0.03,0.006,0.0,0.0,-0.044,-0.03,-0.0,23,9,35,27,24,1.071,7,Severe,94.0,True,False,False,small-ward,3.75,1.19,-0.006,-0.0,-0.011999999999999997,0.15534634806372097,0.5656565656565656,1.277084313530076,0.8888888888888888,0.6547903956485658,0.73989898989899,-0.0,0.5606060606060606,0.8382407689861705,0.8636363636363636,0.5587149616027702,32,Heat + built-up expansion
49.0,Lingarajapura,32375.0,0.89,0.877,36.36,36.32,39.77,-0.98,2.44,0.0,0.183,0.175,73.1,-0.361,0.0,0.09,5.5,37.23,37.02,43.68,2.05,8.5,19.0,0.218,0.208,42.9,-0.34,0.0,0.048,3.8,38.83,38.8,40.77,0.3,2.25,0.0,0.241,0.224,36.0,-0.312,0.0,0.015,26.1,0.0,2.48,1.78,0.058,0.023,0.0,0.0,-0.075,-0.058,-0.0,71,59,66,27,69,0.425,48,Severe,88.0,True,False,False,small-ward,1.78,0.3,-0.023,-0.0,-0.033,-0.99949254131564,0.14646464646464646,0.38562938094829746,0.6439393939393939,0.2572390840047937,0.601010101010101,-0.0,0.5606060606060606,0.2205896760489922,0.6035353535353535,-0.13818561799672494,116,Lower relative stress
59.0,Maruthi Seva Nagar,35811.0,2.37,2.375,36.21,36.03,43.13,-1.12,5.8,0.4,0.233,0.221,36.0,-0.361,0.0,0.055,5.6,37.41,37.32,43.17,2.23,7.99,12.1,0.266,0.258,19.9,-0.348,0.0,0.014,4.9,38.02,38.07,42.99,-0.51,4.46,0.2,0.34,0.314,15.2,-0.355,0.0,-0.04,26.3,0.0,2.04,0.75,0.107,0.074,0.0,0.0,-0.095,-0.107,-0.0,137,86,153,27,111,-0.136,113,Moderate,88.0,False,False,False,ok,0.75,-0.51,-0.074,-0.0,-0.054,-1.603291554544443,0.05555555555555555,-0.4256947711766921,0.31313131313131315,-0.9354148509265223,0.14393939393939395,-0.0,0.5606060606060606,-0.3970614168881859,0.3813131313131313,-0.8127686033172038,184,Lower relative stress
113.0,Konena Agrahara,29344.0,2.12,2.127,36.44,36.72,39.73,-0.9,2.4,0.0,0.261,0.242,28.8,-0.39,0.04,0.053,5.5,35.7,35.33,45.87,0.53,10.69,8.2,0.291,0.271,17.6,-0.372,0.0,0.018,4.2,37.46,37.9,41.59,-1.07,3.07,0.0,0.363,0.308,21.1,-0.354,0.21,-0.055,26.4,0.004,1.18,2.57,0.102,0.072,0.17,0.21,-0.108,-0.102,-0.17,168,130,143,162,135,-0.496,156,Low,89.0,False,False,False,ok,2.57,-1.07,-0.072,-0.21,-0.073,-0.5363845602954903,0.2676767676767677,-0.9866102343742157,0.15656565656565657,-0.8886441083801961,0.15404040404040403,-0.13725951850377605,0.16414141414141414,-0.9558885962122994,0.20959595959595959,-0.6999384538469408,176,Lower relative stress
50.0,Benniganahalli,31985.0,4.92,4.928,37.65,37.87,41.72,0.31,4.39,0.7,0.195,0.177,64.7,-0.393,0.27,0.106,5.5,38.77,38.94,45.55,3.6,10.38,44.2,0.252,0.234,25.9,-0.393,0.15,0.064,4.1,37.72,37.71,44.31,-0.81,5.78,0.3,0.362,0.339,13.7,-0.373,0.0,-0.039,26.4,0.0,-0.16,-1.23,0.167,0.11,-0.27,-0.15,-0.145,-0.167,0.27,152,175,192,16,180,-1.052,189,Low,89.0,False,False,False,ok,-1.23,-0.81,-0.11,0.15,-0.10300000000000001,-2.763992570265831,0.005050505050505051,-0.7261851978896512,0.2297979797979798,-1.7772882167603927,0.045454545454545456,0.09804251321698289,0.9090909090909091,-1.8382473004082684,0.04040404040404041,-1.590923172088451,198,Ecological loss signal
57.0,C V Raman Nagar,29760.0,3.58,3.591,36.98,37.01,41.98,-0.36,4.64,0.4,0.236,0.215,39.1,-0.389,0.03,0.069,5.5,36.18,36.17,45.04,1.0,9.87,11.6,0.332,0.321,5.5,-0.367,0.6,-0.023,4.0,37.63,38.07,45.46,-0.9,6.93,1.1,0.348,0.31,24.4,-0.347,0.13,-0.051,25.3,0.005,1.06,1.9,0.112,0.016,0.1,-0.47,-0.12,-0.112,-0.1,160,134,159,159,152,-0.526,161,Low,85.0,False,False,False,ok,1.9,-0.9,-0.016,0.47,-0.027999999999999997,-0.9291470252113135,0.1691919191919192,-0.8163323259035389,0.19696969696969696,0.42093668291693515,0.6843434343434344,0.30719987474654636,0.9292929292929293,0.36764946008165383,0.6868686868686869,-0.2565958359364847,132,Ecological loss signal
58.0,New Tippasandara,34577.0,3.34,3.362,35.95,35.82,43.79,-1.38,6.45,0.7,0.242,0.223,36.4,-0.357,0.0,0.039,5.7,35.19,34.72,47.23,0.02,12.05,4.9,0.326,0.307,9.7,-0.351,0.03,-0.035,3.4,37.44,37.37,50.61,-1.09,12.08,3.7,0.371,0.336,15.1,-0.351,0.72,-0.064,26.4,0.024,1.55,2.65,0.129,0.045,0.72,0.69,-0.103,-0.129,-0.72,169,110,173,179,125,-0.603,167,Low,89.0,False,False,False,ok,2.65,-1.09,-0.045,-0.69,-0.028999999999999998,-0.48948754955927254,0.28535353535353536,-1.006642929488413,0.14898989898989898,-0.25723908400479356,0.39141414141414144,-0.45099556079812125,0.08585858585858586,0.3382375032751215,0.6792929292929293,-0.4165363761948731,155,Lower relative stress
79.0,Sarvagna Nagar,34943.0,3.66,3.65,35.56,35.72,40.96,-1.77,3.62,0.0,0.27,0.251,23.2,-0.379,0.81,0.029,5.7,36.1,35.89,43.73,0.93,8.55,10.6,0.321,0.309,6.0,-0.373,0.12,-0.013,4.3,37.18,37.18,42.87,-1.35,4.34,0.3,0.438,0.449,5.0,-0.407,0.64,-0.084,26.9,0.023,1.46,1.29,0.168,0.117,-0.17,0.52,-0.113,-0.168,0.17,178,118,193,17,142,-0.781,178,Low,90.0,False,False,False,ok,1.29,-1.35,-0.117,-0.52,-0.07100000000000001,-1.2867367320749734,0.09090909090909091,-1.2670679659729776,0.10353535353535354,-1.9409858156725341,0.030303030303030304,-0.3398807124855407,0.1111111111111111,-0.8970646825992352,0.22474747474747475,-1.2131735852143108,197,Lower relative stress
80.0,Hoysala Nagar,35890.0,2.05,2.056,35.11,34.96,40.07,-2.23,2.73,0.0,0.246,0.234,27.1,-0.328,0.0,0.015,5.7,33.94,33.73,38.48,-1.23,3.31,0.0,0.298,0.288,8.6,-0.327,0.0,-0.031,3.8,37.08,37.22,39.25,-1.45,0.72,0.0,0.367,0.341,9.4,-0.353,0.0,-0.066,26.0,0.0,2.26,3.49,0.121,0.069,0.0,0.0,-0.081,-0.121,-0.0,181,71,169,27,80,-0.384,144,Moderate,87.0,False,False,False,ok,3.49,-1.45,-0.069,-0.0,-0.035,0.0029310631710135443,0.51010101010101,-1.3672314415439637,0.09090909090909091,-0.8184879945607072,0.17929292929292928,-0.0,0.5606060606060606,0.16176576243592755,0.5732323232323232,-0.411999703904241,154,Lower relative stress
88.0,Jeevanbhima Nagar,36152.0,1.89,1.885,35.39,35.35,38.92,-1.95,1.58,0.0,0.239,0.224,33.7,-0.359,0.0,0.043,6.0,34.63,34.44,40.24,-0.55,5.06,0.7,0.286,0.271,10.5,-0.344,0.0,-0.006,3.9,37.04,37.26,40.3,-1.48,1.77,0.0,0.374,0.34,12.4,-0.354,0.0,-0.069,27.0,0.0,1.91,2.82,0.135,0.088,0.0,0.0,-0.112,-0.135,-0.0,182,91,180,27,141,-0.552,164,Low,91.0,False,False,False,ok,2.82,-1.48,-0.088,-0.0,-0.063,-0.38983140174480996,0.33585858585858586,-1.3972804842152597,0.08585858585858586,-1.2628100487508052,0.08333333333333333,-0.0,0.5606060606060606,-0.6617690281469766,0.2878787878787879,-0.7482328813387025,180,Lower relative stress
110.0,Sampangiram Nagar,33120.0,4.45,4.452,34.64,34.59,40.71,-2.7,3.38,0.0,0.279,0.265,29.1,-0.333,0.0,-0.012,5.6,33.97,33.93,41.33,-1.21,6.16,0.5,0.324,0.322,16.9,-0.32,0.0,-0.054,3.4,36.4,36.73,43.53,-2.12,5.01,0.1,0.442,0.43,11.6,-0.363,0.0,-0.123,26.3,0.0,2.14,2.8,0.163,0.118,0.0,0.0,-0.111,-0.163,-0.0,196,80,189,27,140,-0.792,179,Low,88.0,False,False,False,ok,2.8,-2.12,-0.118,-0.0,-0.069,-0.4015556544288644,0.3282828282828283,-2.0383267278695723,0.017676767676767676,-1.964371186945697,0.025252525252525252,-0.0,0.5606060606060606,-0.8382407689861705,0.2398989898989899,-1.0467423946396388,192,Lower relative stress
62.0,Ramaswamy Palya,32400.0,0.83,0.832,36.05,35.98,40.18,-1.29,2.85,0.0,0.204,0.181,60.8,-0.361,0.0,0.074,5.5,33.78,33.67,39.87,-1.4,4.7,0.2,0.258,0.246,16.7,-0.348,0.0,0.024,3.9,38.13,38.23,41.45,-0.4,2.92,0.0,0.305,0.258,28.4,-0.341,0.0,-0.019,24.9,0.0,2.25,4.56,0.101,0.047,0.0,0.0,-0.093,-0.101,-0.0,120,73,140,27,107,-0.024,102,Moderate,84.0,True,False,False,small-ward,4.56,-0.4,-0.047,-0.0,-0.043,0.630178581767925,0.702020202020202,-0.3155149480486071,0.3888888888888889,-0.30400982655111974,0.35858585858585856,-0.0,0.5606060606060606,-0.0735298920163306,0.4772727272727273,0.05411913580798255,88,Lower relative stress
63.0,Jayamahal,24065.0,1.44,1.451,34.98,34.97,39.58,-2.36,2.24,0.0,0.253,0.246,28.1,-0.333,0.0,0.011,4.7,33.99,33.9,39.07,-1.19,3.9,0.0,0.294,0.286,10.4,-0.319,0.0,-0.03,3.9,36.98,37.05,40.22,-1.55,1.69,0.0,0.387,0.368,9.9,-0.353,0.0,-0.085,25.3,0.0,2.08,3.15,0.134,0.093,0.0,0.0,-0.096,-0.134,-0.0,185,83,179,27,116,-0.521,160,Low,85.0,False,False,False,ok,3.15,-1.55,-0.093,-0.0,-0.05500000000000001,-0.1963812324579119,0.4292929292929293,-1.4673949171149503,0.0707070707070707,-1.3797369051166206,0.06565656565656566,-0.0,0.5606060606060606,-0.42647337369471844,0.37373737373737376,-0.6923117402378955,174,Lower relative stress
90.0,Halsoor,35891.0,1.68,1.688,32.9,34.03,38.27,-4.44,0.93,0.0,0.273,0.256,32.1,-0.16,21.33,-0.133,5.9,34.04,34.25,42.01,-1.13,6.83,1.5,0.293,0.298,22.7,-0.147,21.38,-0.158,3.7,35.5,36.47,40.41,-3.02,1.88,0.0,0.292,0.272,31.6,-0.17,19.57,-0.136,24.8,0.33,2.44,2.22,0.019,-0.001,-1.76,-1.81,-0.003,-0.019,1.76,198,64,23,6,4,-0.017,101,Moderate,83.0,False,False,False,ok,2.22,-3.02,0.001,1.81,0.021999999999999992,-0.7415589822664426,0.21464646464646464,-2.9397980080084496,0.005050505050505051,0.8184879945607072,0.8005050505050505,1.1830463261515936,0.9797979797979798,1.8382473004082682,0.9797979797979798,-0.19353565338550205,124,Extreme combined stress
91.0,Bharathi Nagar,32632.0,0.78,0.781,36.22,36.44,38.45,-1.12,1.12,0.0,0.165,0.128,74.7,-0.322,0.0,0.081,5.6,36.09,36.07,42.01,0.92,6.83,2.4,0.197,0.16,67.6,-0.31,0.0,0.046,4.3,39.17,39.55,42.65,0.64,4.12,0.3,0.276,0.208,46.6,-0.34,0.0,0.009,24.0,0.0,3.11,3.48,0.111,0.079,0.0,0.0,-0.072,-0.111,-0.0,48,19,157,27,65,0.411,52,High,81.0,True,False,False,small-ward,3.48,0.64,-0.079,-0.0,-0.037,-0.0029310631710138045,0.49747474747474746,0.7261851978896511,0.7525252525252525,-1.0523417072923378,0.11616161616161616,-0.0,0.5606060606060606,0.10294184882286313,0.5505050505050505,-0.050669343508412026,103,Lower relative stress
92.0,Shivaji Nagar,35740.0,0.43,0.427,36.3,36.38,38.45,-1.03,1.11,0.0,0.13,0.115,93.7,-0.312,0.0,0.101,5.5,36.85,36.95,40.64,1.67,5.46,10.1,0.16,0.15,83.8,-0.297,0.0,0.066,4.5,39.9,39.82,42.67,1.38,4.14,0.2,0.198,0.178,70.2,-0.316,0.0,0.063,24.8,0.0,3.44,2.87,0.068,0.038,0.0,0.0,-0.038,-0.068,-0.0,15,11,76,27,23,0.896,17,Severe,83.0,True,False,False,small-ward,2.87,1.38,-0.038,-0.0,-0.0030000000000000027,-0.36052077003467375,0.35353535353535354,1.46739491711495,0.9292929292929293,-0.09354148509265217,0.4797979797979798,-0.0,0.5606060606060606,1.1029483802449611,0.9141414141414141,0.3320567124308016,56,Heat + built-up expansion
93.0,Vasanth Nagar,25632.0,3.12,3.127,34.26,34.15,41.39,-3.07,4.05,0.0,0.273,0.26,24.1,-0.335,0.0,-0.003,4.9,33.98,33.72,39.82,-1.19,4.65,0.5,0.314,0.306,8.1,-0.322,0.0,-0.042,3.2,36.77,36.73,44.35,-1.76,5.82,2.0,0.402,0.379,7.3,-0.357,0.03,-0.09,25.5,0.001,2.58,3.01,0.129,0.088,0.03,0.03,-0.087,-0.129,-0.03,189,52,173,151,88,-0.422,150,Low,86.0,False,False,False,ok,3.01,-1.76,-0.088,-0.03,-0.047999999999999994,-0.27845100124629296,0.3838383838383838,-1.6777382158140215,0.050505050505050504,-1.2628100487508052,0.08333333333333333,-0.019608502643396575,0.2474747474747475,-0.22058967604899202,0.4292929292929293,-0.7076746800907115,177,Lower relative stress
111.0,Shantala Nagar,30225.0,3.99,4.006,34.68,34.59,40.12,-2.66,2.78,0.0,0.256,0.248,29.2,-0.323,0.0,0.001,5.5,33.69,33.51,43.8,-1.49,8.62,0.6,0.293,0.287,14.1,-0.306,0.0,-0.039,3.3,37.22,37.29,44.4,-1.31,5.87,0.3,0.372,0.346,12.3,-0.345,0.0,-0.075,26.6,0.0,2.7,3.78,0.116,0.079,0.0,0.0,-0.076,-0.116,-0.0,176,43,164,27,72,-0.209,123,Moderate,89.0,False,False,False,ok,3.78,-1.31,-0.079,-0.0,-0.036,0.17293272708980248,0.5732323232323232,-1.227002575744583,0.11616161616161616,-1.0523417072923378,0.11616161616161616,-0.0,0.5606060606060606,0.13235380562939544,0.5631313131313131,-0.38413596763603414,150,Lower relative stress
112.0,Domlur,34703.0,1.75,1.746,35.4,35.12,40.21,-1.94,2.87,0.0,0.235,0.228,30.4,-0.356,0.0,0.043,5.8,35.92,35.63,41.63,0.74,6.46,2.5,0.282,0.275,7.8,-0.34,0.0,-0.004,4.5,37.43,37.39,40.09,-1.09,1.56,0.0,0.345,0.322,8.3,-0.345,0.0,-0.053,27.0,0.0,2.27,1.76,0.11,0.063,0.0,0.0,-0.096,-0.11,-0.0,170,70,156,27,116,-0.237,128,Moderate,91.0,False,False,False,ok,1.76,-1.09,-0.063,-0.0,-0.049,-1.0112167939996946,0.1414141414141414,-1.006642929488413,0.14898989898989898,-0.6781757669217288,0.23484848484848486,-0.0,0.5606060606060606,-0.2500016328555245,0.4090909090909091,-0.6778290224102654,173,Lower relative stress
114.0,Agaram,35632.0,11.26,11.301,35.62,36.12,44.04,-1.71,6.7,3.7,0.304,0.248,34.0,-0.383,3.37,0.006,5.7,35.37,35.39,45.51,0.19,10.33,17.0,0.347,0.308,13.5,-0.397,1.48,-0.013,3.6,36.88,36.67,45.28,-1.64,6.75,1.9,0.467,0.474,1.8,-0.426,0.19,-0.086,28.0,0.021,0.55,1.28,0.163,0.12,-3.18,-1.29,-0.092,-0.163,3.18,186,153,189,3,103,-0.714,176,Low,94.0,False,False,False,ok,1.28,-1.64,-0.12,1.29,-0.073,-1.2925988584170005,0.08585858585858586,-1.5575420451288378,0.06565656565656566,-2.011141929492023,0.020202020202020204,0.8431656136660528,0.9646464646464646,-0.9558885962122994,0.20959595959595959,-1.1184248998312094,195,Ecological loss signal
115.0,Vannarpet,35532.0,0.74,0.737,35.76,35.53,39.14,-1.58,1.81,0.0,0.202,0.19,56.7,-0.343,0.0,0.059,5.9,34.52,34.48,40.83,-0.66,5.66,0.6,0.23,0.221,34.0,-0.325,0.0,0.024,3.0,38.56,38.61,41.45,0.03,2.92,0.0,0.305,0.269,20.7,-0.338,0.0,-0.02,27.5,0.0,3.08,4.13,0.103,0.075,0.0,0.0,-0.079,-0.103,-0.0,93,21,146,27,78,0.29,67,High,92.0,True,False,False,small-ward,4.13,0.03,-0.075,-0.0,-0.044,0.378107149060755,0.6414141414141414,0.1151879969066343,0.5353535353535354,-0.9588002221996854,0.13383838383838384,-0.0,0.5606060606060606,-0.10294184882286292,0.4671717171717172,-0.0707315776638132,105,Lower relative stress
116.0,Nilasandra,36279.0,0.54,0.53,35.03,34.97,39.09,-2.31,1.75,0.0,0.248,0.212,46.7,-0.337,0.0,0.015,5.8,34.18,34.19,38.56,-0.99,3.38,0.0,0.24,0.221,39.1,-0.325,0.0,0.015,3.6,39.63,39.67,42.51,1.11,3.98,0.0,0.214,0.194,56.3,-0.315,0.0,0.047,27.7,0.0,4.7,5.48,-0.034,-0.026,0.0,0.0,0.032,0.034,-0.0,27,2,4,27,2,1.664,2,Severe,93.0,True,False,False,small-ward,5.48,1.11,0.026,-0.0,0.032,1.169494205234429,0.8686868686868687,1.196953533073287,0.8686868686868687,1.4031222763897837,0.9141414141414141,-0.0,0.5606060606060606,2.1323668684735915,0.98989898989899,1.1907184537339817,2,Extreme combined stress
117.0,Shanthi Nagar,36426.0,2.7,2.706,35.93,35.7,40.58,-1.41,3.24,0.0,0.234,0.221,38.2,-0.357,0.0,0.043,5.5,34.68,34.41,42.54,-0.49,7.36,3.8,0.272,0.263,18.6,-0.332,0.0,-0.0,3.8,37.77,37.9,43.86,-0.76,5.34,0.8,0.375,0.351,16.0,-0.359,0.0,-0.066,26.9,0.0,2.2,3.49,0.141,0.103,0.0,0.0,-0.109,-0.141,-0.0,150,78,184,27,137,-0.326,138,Moderate,90.0,False,False,False,ok,3.49,-0.76,-0.103,-0.0,-0.066,0.0029310631710135443,0.51010101010101,-0.6761034601041579,0.2474747474747475,-1.613590617848251,0.05555555555555555,-0.0,0.5606060606060606,-0.7500048985665736,0.25757575757575757,-0.5695602314241638,164,Lower relative stress
89.0,Jogupalya,34611.0,0.91,0.903,35.36,35.35,38.1,-1.98,0.77,0.0,0.21,0.195,53.0,-0.333,0.0,0.05,5.8,35.99,36.09,40.17,0.81,4.99,0.3,0.233,0.225,36.9,-0.317,0.0,0.019,4.6,37.92,38.03,39.57,-0.61,1.05,0.0,0.259,0.232,37.1,-0.319,0.2,-0.003,26.8,0.002,2.68,1.94,0.049,0.026,0.2,0.2,-0.053,-0.049,-0.2,145,44,53,165,38,0.271,69,High,90.0,True,False,False,small-ward,1.94,-0.61,-0.026,-0.2,-0.022,-0.9056985198432046,0.18181818181818182,-0.5258582467476783,0.2727272727272727,0.18708297018530456,0.5656565656565656,-0.13072335095597717,0.1717171717171717,0.5441212009208476,0.7525252525252525,-0.2774549337707055,137,Ecological loss signal
109.0,Chickpete,33698.0,0.71,0.769,35.4,35.47,38.15,-1.94,0.82,0.0,0.115,0.103,95.7,-0.282,0.0,0.095,5.4,35.17,35.23,38.98,-0.01,3.8,0.0,0.138,0.121,87.9,-0.261,0.0,0.064,3.1,39.14,39.06,41.71,0.61,3.19,0.0,0.166,0.145,85.4,-0.292,0.0,0.069,24.4,0.0,3.59,3.83,0.051,0.028,0.0,0.0,-0.026,-0.051,-0.0,52,7,58,27,10,0.827,22,Severe,82.0,True,False,False,small-ward,3.83,0.61,-0.028,-0.0,0.0050000000000000044,0.2022433587999387,0.5909090909090909,0.6961361552183551,0.73989898989899,0.1403122276389784,0.5505050505050505,-0.0,0.5606060606060606,1.3382440346972195,0.9595959595959596,0.42869928941603125,48,Ecological loss signal
